"Gene"	"Cancer"
"4673"	"HAS2"	"BLCA"
"4674"	"HAT1"	"BLCA"
"4675"	"HAVCR2"	"BLCA"
"4676"	"HBD"	"BLCA"
"4677"	"HBEGF"	"BLCA"
"4678"	"HCAR2"	"BLCA"
"4679"	"HCG22"	"BLCA"
"4680"	"HCG26"	"BLCA"
"4681"	"HCK"	"BLCA"
"4682"	"HCLS1"	"BLCA"
"4683"	"HCN2"	"BLCA"
"4684"	"HCP5"	"BLCA"
"4685"	"HCST"	"BLCA"
"4686"	"HDAC4"	"BLCA"
"4687"	"HDAC9"	"BLCA"
"4688"	"HDC"	"BLCA"
"4689"	"HDLBP"	"BLCA"
"4690"	"HEATR9"	"BLCA"
"4691"	"HECW1"	"BLCA"
"4692"	"HECW2"	"BLCA"
"4693"	"HEG1"	"BLCA"
"4694"	"HELB"	"BLCA"
"4695"	"HELZ2"	"BLCA"
"4696"	"HEPACAM"	"BLCA"
"4697"	"HEPH"	"BLCA"
"4698"	"HERC5"	"BLCA"
"4699"	"HERC6"	"BLCA"
"4700"	"HES2"	"BLCA"
"4701"	"HEXB"	"BLCA"
"4702"	"HEYL"	"BLCA"
"4703"	"HGF"	"BLCA"
"4704"	"HHEX"	"BLCA"
"4705"	"HHIPL1"	"BLCA"
"4706"	"HIC1"	"BLCA"
"4707"	"HIF1A"	"BLCA"
"4708"	"HIF3A"	"BLCA"
"4709"	"HILS1"	"BLCA"
"4710"	"HIPK4"	"BLCA"
"4711"	"HIVEP1"	"BLCA"
"4712"	"HIVEP3"	"BLCA"
"4713"	"HK3"	"BLCA"
"4714"	"HLA-A"	"BLCA"
"4715"	"HLA-B"	"BLCA"
"4716"	"HLA-C"	"BLCA"
"4717"	"HLA-DMA"	"BLCA"
"4718"	"HLA-DMB"	"BLCA"
"4719"	"HLA-DOA"	"BLCA"
"4720"	"HLA-DOB"	"BLCA"
"4721"	"HLA-DPA1"	"BLCA"
"4722"	"HLA-DPB1"	"BLCA"
"4723"	"HLA-DPB2"	"BLCA"
"4724"	"HLA-DQA1"	"BLCA"
"4725"	"HLA-DQA2"	"BLCA"
"4726"	"HLA-DQB1"	"BLCA"
"4727"	"HLA-DQB2"	"BLCA"
"4728"	"HLA-DRA"	"BLCA"
"4729"	"HLA-DRB1"	"BLCA"
"4730"	"HLA-DRB5"	"BLCA"
"4731"	"HLA-DRB6"	"BLCA"
"4732"	"HLA-E"	"BLCA"
"4733"	"HLA-F"	"BLCA"
"4734"	"HLA-G"	"BLCA"
"4735"	"HLA-H"	"BLCA"
"4736"	"HLF"	"BLCA"
"4737"	"HLX"	"BLCA"
"4738"	"HM13"	"BLCA"
"4739"	"HMCN1"	"BLCA"
"4740"	"HMGA2"	"BLCA"
"4741"	"HMHA1"	"BLCA"
"4742"	"HMHB1"	"BLCA"
"4743"	"HMOX1"	"BLCA"
"4744"	"HMSD"	"BLCA"
"4745"	"HOXD11"	"BLCA"
"4746"	"HOXD13"	"BLCA"
"4747"	"HP"	"BLCA"
"4748"	"HPCAL1"	"BLCA"
"4749"	"HPD"	"BLCA"
"4750"	"HPGDS"	"BLCA"
"4751"	"HPR"	"BLCA"
"4752"	"HPS5"	"BLCA"
"4753"	"HPSE"	"BLCA"
"4754"	"HPSE2"	"BLCA"
"4755"	"HRASLS2"	"BLCA"
"4756"	"HRASLS5"	"BLCA"
"4757"	"HRCT1"	"BLCA"
"4758"	"HRH1"	"BLCA"
"4759"	"HRH2"	"BLCA"
"4760"	"HS3ST2"	"BLCA"
"4761"	"HS3ST3A1"	"BLCA"
"4762"	"HS3ST3B1"	"BLCA"
"4763"	"HSD11B1"	"BLCA"
"4764"	"HSD17B6"	"BLCA"
"4765"	"HSD3B7"	"BLCA"
"4766"	"HSPA12A"	"BLCA"
"4767"	"HSPA12B"	"BLCA"
"4768"	"HSPA13"	"BLCA"
"4769"	"HSPA5"	"BLCA"
"4770"	"HSPA6"	"BLCA"
"4771"	"HSPA7"	"BLCA"
"4772"	"HSPA8"	"BLCA"
"4773"	"HSPB2"	"BLCA"
"4774"	"HSPB3"	"BLCA"
"4775"	"HSPB6"	"BLCA"
"4776"	"HSPB7"	"BLCA"
"4777"	"HSPG2"	"BLCA"
"4778"	"HTATIP2"	"BLCA"
"4779"	"HTR1B"	"BLCA"
"4780"	"HTR1D"	"BLCA"
"4781"	"HTR2A"	"BLCA"
"4782"	"HTR2B"	"BLCA"
"4783"	"HTR3A"	"BLCA"
"4784"	"HTRA1"	"BLCA"
"4785"	"HTRA3"	"BLCA"
"4786"	"HTRA4"	"BLCA"
"4787"	"HVCN1"	"BLCA"
"4788"	"HYAL1"	"BLCA"
"4789"	"HYAL2"	"BLCA"
"4790"	"HYOU1"	"BLCA"
"4791"	"IARS"	"BLCA"
"4792"	"IBSP"	"BLCA"
"4793"	"ICAM1"	"BLCA"
"4794"	"ICAM3"	"BLCA"
"4795"	"ICAM4"	"BLCA"
"4796"	"ICAM5"	"BLCA"
"4797"	"ICOS"	"BLCA"
"4798"	"ICOSLG"	"BLCA"
"4799"	"IDO1"	"BLCA"
"4800"	"IDO2"	"BLCA"
"4801"	"IER3"	"BLCA"
"4802"	"IER5"	"BLCA"
"4803"	"IFFO1"	"BLCA"
"4804"	"IFFO2"	"BLCA"
"4805"	"IFI16"	"BLCA"
"4806"	"IFI27"	"BLCA"
"4807"	"IFI27L2"	"BLCA"
"4808"	"IFI30"	"BLCA"
"4809"	"IFI35"	"BLCA"
"4810"	"IFI44"	"BLCA"
"4811"	"IFI44L"	"BLCA"
"4812"	"IFI6"	"BLCA"
"4813"	"IFIH1"	"BLCA"
"4814"	"IFIT1"	"BLCA"
"4815"	"IFIT1B"	"BLCA"
"4816"	"IFIT2"	"BLCA"
"4817"	"IFIT3"	"BLCA"
"4818"	"IFIT5"	"BLCA"
"4819"	"IFITM1"	"BLCA"
"4820"	"IFITM2"	"BLCA"
"4821"	"IFITM3"	"BLCA"
"4822"	"IFNB1"	"BLCA"
"4823"	"IFNG"	"BLCA"
"4824"	"IFNL1"	"BLCA"
"4825"	"IFNL2"	"BLCA"
"4826"	"IFNL3"	"BLCA"
"4827"	"IFT122"	"BLCA"
"4828"	"IGDCC4"	"BLCA"
"4829"	"IGF1"	"BLCA"
"4830"	"IGF2BP2"	"BLCA"
"4831"	"IGF2BP3"	"BLCA"
"4832"	"IGF2R"	"BLCA"
"4833"	"IGFBP5"	"BLCA"
"4834"	"IGFBP6"	"BLCA"
"4835"	"IGFBP7"	"BLCA"
"4836"	"IGFL2"	"BLCA"
"4837"	"IGFL3"	"BLCA"
"4838"	"IGFLR1"	"BLCA"
"4839"	"IGFN1"	"BLCA"
"4840"	"IGLON5"	"BLCA"
"4841"	"IGSF21"	"BLCA"
"4842"	"IGSF6"	"BLCA"
"4843"	"IKBIP"	"BLCA"
"4844"	"IKZF1"	"BLCA"
"4845"	"IL10"	"BLCA"
"4846"	"IL10RA"	"BLCA"
"4847"	"IL11"	"BLCA"
"4848"	"IL12B"	"BLCA"
"4849"	"IL12RB1"	"BLCA"
"4850"	"IL12RB2"	"BLCA"
"4851"	"IL13"	"BLCA"
"4852"	"IL13RA1"	"BLCA"
"4853"	"IL13RA2"	"BLCA"
"4854"	"IL15"	"BLCA"
"4855"	"IL15RA"	"BLCA"
"4856"	"IL16"	"BLCA"
"4857"	"IL17B"	"BLCA"
"4858"	"IL17RA"	"BLCA"
"4859"	"IL17RD"	"BLCA"
"4860"	"IL17REL"	"BLCA"
"4861"	"IL18"	"BLCA"
"4862"	"IL18BP"	"BLCA"
"4863"	"IL18R1"	"BLCA"
"4864"	"IL18RAP"	"BLCA"
"4865"	"IL1A"	"BLCA"
"4866"	"IL1B"	"BLCA"
"4867"	"IL1R1"	"BLCA"
"4868"	"IL1R2"	"BLCA"
"4869"	"IL1RAP"	"BLCA"
"4870"	"IL1RL1"	"BLCA"
"4871"	"IL20RB"	"BLCA"
"4872"	"IL21"	"BLCA"
"4873"	"IL21R"	"BLCA"
"4874"	"IL22RA2"	"BLCA"
"4875"	"IL24"	"BLCA"
"4876"	"IL26"	"BLCA"
"4877"	"IL27"	"BLCA"
"4878"	"IL27RA"	"BLCA"
"4879"	"IL2RA"	"BLCA"
"4880"	"IL2RB"	"BLCA"
"4881"	"IL2RG"	"BLCA"
"4882"	"IL31RA"	"BLCA"
"4883"	"IL32"	"BLCA"
"4884"	"IL33"	"BLCA"
"4885"	"IL34"	"BLCA"
"4886"	"IL3RA"	"BLCA"
"4887"	"IL4I1"	"BLCA"
"4888"	"IL4R"	"BLCA"
"4889"	"IL5RA"	"BLCA"
"4890"	"IL6"	"BLCA"
"4891"	"IL6R"	"BLCA"
"4892"	"IL6ST"	"BLCA"
"4893"	"IL7R"	"BLCA"
"4894"	"ILK"	"BLCA"
"4895"	"IMPA2"	"BLCA"
"4896"	"IMPDH1"	"BLCA"
"4897"	"INHBA"	"BLCA"
"4898"	"INHBA-AS1"	"BLCA"
"4899"	"INMT"	"BLCA"
"4900"	"INSL4"	"BLCA"
"4901"	"INSM1"	"BLCA"
"4902"	"INSRR"	"BLCA"
"4903"	"INVS"	"BLCA"
"4904"	"IPO11"	"BLCA"
"4905"	"IPPK"	"BLCA"
"4906"	"IQGAP1"	"BLCA"
"4907"	"IQGAP2"	"BLCA"
"4908"	"IRAK1"	"BLCA"
"4909"	"IRAK3"	"BLCA"
"4910"	"IRF1"	"BLCA"
"4911"	"IRF4"	"BLCA"
"4912"	"IRF8"	"BLCA"
"4913"	"ISCA1P1"	"BLCA"
"4914"	"ISG15"	"BLCA"
"4915"	"ISG20"	"BLCA"
"4916"	"ISLR"	"BLCA"
"4917"	"ISLR2"	"BLCA"
"4918"	"ISM1"	"BLCA"
"4919"	"ISY1"	"BLCA"
"4920"	"ITGA1"	"BLCA"
"4921"	"ITGA11"	"BLCA"
"4922"	"ITGA2"	"BLCA"
"4923"	"ITGA4"	"BLCA"
"4924"	"ITGA5"	"BLCA"
"4925"	"ITGA7"	"BLCA"
"4926"	"ITGA9"	"BLCA"
"4927"	"ITGAD"	"BLCA"
"4928"	"ITGAL"	"BLCA"
"4929"	"ITGAM"	"BLCA"
"4930"	"ITGAV"	"BLCA"
"4931"	"ITGAX"	"BLCA"
"4932"	"ITGB1"	"BLCA"
"4933"	"ITGB1BP1"	"BLCA"
"4934"	"ITGB2"	"BLCA"
"4935"	"ITGB3"	"BLCA"
"4936"	"ITGB5"	"BLCA"
"4937"	"ITGB7"	"BLCA"
"4938"	"ITGB8"	"BLCA"
"4939"	"ITGBL1"	"BLCA"
"4940"	"ITIH1"	"BLCA"
"4941"	"ITIH3"	"BLCA"
"4942"	"ITK"	"BLCA"
"4943"	"ITM2A"	"BLCA"
"4944"	"ITPR1"	"BLCA"
"4945"	"ITPR2"	"BLCA"
"4946"	"ITPRIP"	"BLCA"
"4947"	"ITPRIPL1"	"BLCA"
"4948"	"JADE2"	"BLCA"
"4949"	"JAG1"	"BLCA"
"4950"	"JAK1"	"BLCA"
"4951"	"JAK2"	"BLCA"
"4952"	"JAK3"	"BLCA"
"4953"	"JAKMIP1"	"BLCA"
"4954"	"JAM2"	"BLCA"
"4955"	"JAM3"	"BLCA"
"4956"	"JAML"	"BLCA"
"4957"	"JAZF1"	"BLCA"
"4958"	"JCHAIN"	"BLCA"
"4959"	"JDP2"	"BLCA"
"4960"	"JMJD6"	"BLCA"
"4961"	"JOSD1"	"BLCA"
"4962"	"JPH2"	"BLCA"
"4963"	"JSRP1"	"BLCA"
"4964"	"JUN"	"BLCA"
"4965"	"KANK2"	"BLCA"
"4966"	"KANK3"	"BLCA"
"4967"	"KANK4"	"BLCA"
"4968"	"KATNAL1"	"BLCA"
"4969"	"KBTBD8"	"BLCA"
"4970"	"KCNA1"	"BLCA"
"4971"	"KCNA2"	"BLCA"
"4972"	"KCNA3"	"BLCA"
"4973"	"KCNA6"	"BLCA"
"4974"	"KCNAB2"	"BLCA"
"4975"	"KCNB1"	"BLCA"
"4976"	"KCNC4"	"BLCA"
"4977"	"KCNE1"	"BLCA"
"4978"	"KCNE4"	"BLCA"
"4979"	"KCNE5"	"BLCA"
"4980"	"KCNG2"	"BLCA"
"4981"	"KCNIP1"	"BLCA"
"4982"	"KCNIP3"	"BLCA"
"4983"	"KCNJ12"	"BLCA"
"4984"	"KCNJ2"	"BLCA"
"4985"	"KCNJ5"	"BLCA"
"4986"	"KCNJ8"	"BLCA"
"4987"	"KCNK12"	"BLCA"
"4988"	"KCNK13"	"BLCA"
"4989"	"KCNK17"	"BLCA"
"4990"	"KCNK2"	"BLCA"
"4991"	"KCNK3"	"BLCA"
"4992"	"KCNK6"	"BLCA"
"4993"	"KCNMA1"	"BLCA"
"4994"	"KCNMB1"	"BLCA"
"4995"	"KCNN3"	"BLCA"
"4996"	"KCNQ5"	"BLCA"
"4997"	"KCNS2"	"BLCA"
"4998"	"KCNT2"	"BLCA"
"4999"	"KCTD10"	"BLCA"
"5000"	"KCTD12"	"BLCA"
"5001"	"KCTD5"	"BLCA"
"5002"	"KDELC1"	"BLCA"
"5003"	"KDELC2"	"BLCA"
"5004"	"KDELR2"	"BLCA"
"5005"	"KDELR3"	"BLCA"
"5006"	"KDSR"	"BLCA"
"5007"	"KERA"	"BLCA"
"5008"	"KHDC1L"	"BLCA"
"5009"	"KIAA0040"	"BLCA"
"5010"	"KIAA0125"	"BLCA"
"5011"	"KIAA0196"	"BLCA"
"5012"	"KIAA0226L"	"BLCA"
"5013"	"KIAA0368"	"BLCA"
"5014"	"KIAA0408"	"BLCA"
"5015"	"KIAA0922"	"BLCA"
"5016"	"KIAA0930"	"BLCA"
"5017"	"KIAA1161"	"BLCA"
"5018"	"KIAA1462"	"BLCA"
"5019"	"KIAA1551"	"BLCA"
"5020"	"KIAA1614"	"BLCA"
"5021"	"KIAA1644"	"BLCA"
"5022"	"KIAA1755"	"BLCA"
"5023"	"KIAA2022"	"BLCA"
"5024"	"KIF13A"	"BLCA"
"5025"	"KIF17"	"BLCA"
"5026"	"KIF19"	"BLCA"
"5027"	"KIF1C"	"BLCA"
"5028"	"KIF26A"	"BLCA"
"5029"	"KIF26B"	"BLCA"
"5030"	"KIFC3"	"BLCA"
"5031"	"KIR2DL1"	"BLCA"
"5032"	"KIR2DL3"	"BLCA"
"5033"	"KIR2DL4"	"BLCA"
"5034"	"KIR2DS4"	"BLCA"
"5035"	"KIR3DL1"	"BLCA"
"5036"	"KIR3DL2"	"BLCA"
"5037"	"KIR3DX1"	"BLCA"
"5038"	"KIRREL"	"BLCA"
"5039"	"KIRREL2"	"BLCA"
"5040"	"KIRREL3"	"BLCA"
"5041"	"KITLG"	"BLCA"
"5042"	"KLC3"	"BLCA"
"5043"	"KLF10"	"BLCA"
"5044"	"KLF12"	"BLCA"
"5045"	"KLF13"	"BLCA"
"5046"	"KLF16"	"BLCA"
"5047"	"KLF17"	"BLCA"
"5048"	"KLF2"	"BLCA"
"5049"	"KLF6"	"BLCA"
"5050"	"KLF7"	"BLCA"
"5051"	"KLF9"	"BLCA"
"5052"	"KLHDC7B"	"BLCA"
"5053"	"KLHDC8B"	"BLCA"
"5054"	"KLHL34"	"BLCA"
"5055"	"KLHL38"	"BLCA"
"5056"	"KLHL4"	"BLCA"
"5057"	"KLHL5"	"BLCA"
"5058"	"KLHL6"	"BLCA"
"5059"	"KLK10"	"BLCA"
"5060"	"KLK4"	"BLCA"
"5061"	"KLK5"	"BLCA"
"5062"	"KLK6"	"BLCA"
"5063"	"KLK7"	"BLCA"
"5064"	"KLK8"	"BLCA"
"5065"	"KLK9"	"BLCA"
"5066"	"KLRB1"	"BLCA"
"5067"	"KLRC1"	"BLCA"
"5068"	"KLRC2"	"BLCA"
"5069"	"KLRC3"	"BLCA"
"5070"	"KLRC4"	"BLCA"
"5071"	"KLRD1"	"BLCA"
"5072"	"KLRG1"	"BLCA"
"5073"	"KLRK1"	"BLCA"
"5074"	"KMO"	"BLCA"
"5075"	"KNDC1"	"BLCA"
"5076"	"KPNA3"	"BLCA"
"5077"	"KPNA4"	"BLCA"
"5078"	"KREMEN2"	"BLCA"
"5079"	"KRT14"	"BLCA"
"5080"	"KRT16"	"BLCA"
"5081"	"KRT6A"	"BLCA"
"5082"	"KRT6B"	"BLCA"
"5083"	"KRT6C"	"BLCA"
"5084"	"KRT81"	"BLCA"
"5085"	"KRT86"	"BLCA"
"5086"	"KRT9"	"BLCA"
"5087"	"KSR1"	"BLCA"
"5088"	"L1CAM"	"BLCA"
"5089"	"L1TD1"	"BLCA"
"5090"	"L3HYPDH"	"BLCA"
"5091"	"L3MBTL4"	"BLCA"
"5092"	"LACC1"	"BLCA"
"5093"	"LACTB"	"BLCA"
"5094"	"LAG3"	"BLCA"
"5095"	"LAIR1"	"BLCA"
"5096"	"LAIR2"	"BLCA"
"5097"	"LAMA1"	"BLCA"
"5098"	"LAMA2"	"BLCA"
"5099"	"LAMA3"	"BLCA"
"5100"	"LAMA4"	"BLCA"
"5101"	"LAMB2"	"BLCA"
"5102"	"LAMC2"	"BLCA"
"5103"	"LAMP1"	"BLCA"
"5104"	"LAMP2"	"BLCA"
"5105"	"LAMP3"	"BLCA"
"5106"	"LAMP5"	"BLCA"
"5107"	"LAP3"	"BLCA"
"5108"	"LAPTM5"	"BLCA"
"5109"	"LAT"	"BLCA"
"5110"	"LAT2"	"BLCA"
"5111"	"LATS2"	"BLCA"
"5112"	"LAX1"	"BLCA"
"5113"	"LAYN"	"BLCA"
"5114"	"LBH"	"BLCA"
"5115"	"LBP"	"BLCA"
"5116"	"LCK"	"BLCA"
"5117"	"LCN10"	"BLCA"
"5118"	"LCN6"	"BLCA"
"5119"	"LCNL1"	"BLCA"
"5120"	"LCP1"	"BLCA"
"5121"	"LCP2"	"BLCA"
"5122"	"LDB2"	"BLCA"
"5123"	"LDLR"	"BLCA"
"5124"	"LDLRAD2"	"BLCA"
"5125"	"LDLRAD3"	"BLCA"
"5126"	"LEF1"	"BLCA"
"5127"	"LEFTY2"	"BLCA"
"5128"	"LEP"	"BLCA"
"5129"	"LEPROT"	"BLCA"
"5130"	"LGALS1"	"BLCA"
"5131"	"LGALS12"	"BLCA"
"5132"	"LGALS17A"	"BLCA"
"5133"	"LGALS2"	"BLCA"
"5134"	"LGI2"	"BLCA"
"5135"	"LGI4"	"BLCA"
"5136"	"LGMN"	"BLCA"
"5137"	"LHFP"	"BLCA"
"5138"	"LHFPL2"	"BLCA"
"5139"	"LHX1"	"BLCA"
"5140"	"LHX6"	"BLCA"
"5141"	"LIF"	"BLCA"
"5142"	"LIFR"	"BLCA"
"5143"	"LILRA1"	"BLCA"
"5144"	"LILRA2"	"BLCA"
"5145"	"LILRA3"	"BLCA"
"5146"	"LILRA4"	"BLCA"
"5147"	"LILRA5"	"BLCA"
"5148"	"LILRA6"	"BLCA"
"5149"	"LILRB1"	"BLCA"
"5150"	"LILRB2"	"BLCA"
"5151"	"LILRB3"	"BLCA"
"5152"	"LILRB4"	"BLCA"
"5153"	"LILRB5"	"BLCA"
"5154"	"LILRP2"	"BLCA"
"5155"	"LIMK1"	"BLCA"
"5156"	"LIMS2"	"BLCA"
"5157"	"LIMS3"	"BLCA"
"5158"	"LINC-PINT"	"BLCA"
"5159"	"LINC00092"	"BLCA"
"5160"	"LINC00152"	"BLCA"
"5161"	"LINC00158"	"BLCA"
"5162"	"LINC00162"	"BLCA"
"5163"	"LINC00173"	"BLCA"
"5164"	"LINC00189"	"BLCA"
"5165"	"LINC00242"	"BLCA"
"5166"	"LINC00294"	"BLCA"
"5167"	"LINC00312"	"BLCA"
"5168"	"LINC00341"	"BLCA"
"5169"	"LINC00426"	"BLCA"
"5170"	"LINC00452"	"BLCA"
"5171"	"LINC00472"	"BLCA"
"5172"	"LINC00473"	"BLCA"
"5173"	"LINC00494"	"BLCA"
"5174"	"LINC00518"	"BLCA"
"5175"	"LINC00602"	"BLCA"
"5176"	"LINC00654"	"BLCA"
"5177"	"LINC00704"	"BLCA"
"5178"	"LINC00922"	"BLCA"
"5179"	"LINC00924"	"BLCA"
"5180"	"LINC00982"	"BLCA"
"5181"	"LINC01119"	"BLCA"
"5182"	"LINC01124"	"BLCA"
"5183"	"LINC01140"	"BLCA"
"5184"	"LINC01142"	"BLCA"
"5185"	"LINC01366"	"BLCA"
"5186"	"LINC01550"	"BLCA"
"5187"	"LINC01558"	"BLCA"
"5188"	"LINGO3"	"BLCA"
"5189"	"LIPA"	"BLCA"
"5190"	"LIPG"	"BLCA"
"5191"	"LIPN"	"BLCA"
"5192"	"LITAF"	"BLCA"
"5193"	"LIX1L"	"BLCA"
"5194"	"LMCD1"	"BLCA"
"5195"	"LMOD1"	"BLCA"
"5196"	"LOC100126784"	"BLCA"
"5197"	"LOC100129034"	"BLCA"
"5198"	"LOC100130872"	"BLCA"
"5199"	"LOC152225"	"BLCA"
"5200"	"LOC283731"	"BLCA"
"5201"	"LOC283856"	"BLCA"
"5202"	"LOC401463"	"BLCA"
"5203"	"LOC440461"	"BLCA"
"5204"	"LOC606724"	"BLCA"
"5205"	"LOC644936"	"BLCA"
"5206"	"LOC645166"	"BLCA"
"5207"	"LOC646999"	"BLCA"
"5208"	"LOC653653"	"BLCA"
"5209"	"LOC653786"	"BLCA"
"5210"	"LOC90768"	"BLCA"
"5211"	"LOX"	"BLCA"
"5212"	"LOXHD1"	"BLCA"
"5213"	"LOXL2"	"BLCA"
"5214"	"LOXL3"	"BLCA"
"5215"	"LPAR1"	"BLCA"
"5216"	"LPAR4"	"BLCA"
"5217"	"LPL"	"BLCA"
"5218"	"LPXN"	"BLCA"
"5219"	"LRCH1"	"BLCA"
"5220"	"LRCH2"	"BLCA"
"5221"	"LRFN5"	"BLCA"
"5222"	"LRIG1"	"BLCA"
"5223"	"LRP1"	"BLCA"
"5224"	"LRP10"	"BLCA"
"5225"	"LRR1"	"BLCA"
"5226"	"LRRC15"	"BLCA"
"5227"	"LRRC17"	"BLCA"
"5228"	"LRRC2"	"BLCA"
"5229"	"LRRC25"	"BLCA"
"5230"	"LRRC32"	"BLCA"
"5231"	"LRRC4"	"BLCA"
"5232"	"LRRC42"	"BLCA"
"5233"	"LRRC55"	"BLCA"
"5234"	"LRRC59"	"BLCA"
"5235"	"LRRC70"	"BLCA"
"5236"	"LRRC8A"	"BLCA"
"5237"	"LRRC8C"	"BLCA"
"5238"	"LRRFIP2"	"BLCA"
"5239"	"LRRK2"	"BLCA"
"5240"	"LRRN2"	"BLCA"
"5241"	"LRRN3"	"BLCA"
"5242"	"LRRN4"	"BLCA"
"5243"	"LRRN4CL"	"BLCA"
"5244"	"LRRTM2"	"BLCA"
"5245"	"LSAMP"	"BLCA"
"5246"	"LSP1"	"BLCA"
"5247"	"LST1"	"BLCA"
"5248"	"LTA"	"BLCA"
"5249"	"LTB"	"BLCA"
"5250"	"LTBP1"	"BLCA"
"5251"	"LTBP2"	"BLCA"
"5252"	"LTF"	"BLCA"
"5253"	"LUM"	"BLCA"
"5254"	"LURAP1"	"BLCA"
"5255"	"LY6H"	"BLCA"
"5256"	"LY86"	"BLCA"
"5257"	"LY9"	"BLCA"
"5258"	"LY96"	"BLCA"
"5259"	"LYL1"	"BLCA"
"5260"	"LYN"	"BLCA"
"5261"	"LYPD1"	"BLCA"
"5262"	"LYSMD2"	"BLCA"
"5263"	"LYVE1"	"BLCA"
"5264"	"LYZ"	"BLCA"
"5265"	"LZTS1"	"BLCA"
"5266"	"M1AP"	"BLCA"
"5267"	"MACF1"	"BLCA"
"5268"	"MAD1L1"	"BLCA"
"5269"	"MAF"	"BLCA"
"5270"	"MAFB"	"BLCA"
"5271"	"MAGEH1"	"BLCA"
"5272"	"MAGEL2"	"BLCA"
"5273"	"MAMDC2"	"BLCA"
"5274"	"MAMLD1"	"BLCA"
"5275"	"MAMSTR"	"BLCA"
"5276"	"MAN1A1"	"BLCA"
"5277"	"MAN1B1"	"BLCA"
"5278"	"MAN2B1"	"BLCA"
"5279"	"MAOB"	"BLCA"
"5280"	"MAP1A"	"BLCA"
"5281"	"MAP1B"	"BLCA"
"5282"	"MAP1LC3C"	"BLCA"
"5283"	"MAP3K14"	"BLCA"
"5284"	"MAP3K3"	"BLCA"
"5285"	"MAP4"	"BLCA"
"5286"	"MAP4K1"	"BLCA"
"5287"	"MAP4K4"	"BLCA"
"5288"	"MAP7D1"	"BLCA"
"5289"	"MAP7D3"	"BLCA"
"5290"	"MAPK11"	"BLCA"
"5291"	"MAPK12"	"BLCA"
"5292"	"MAPK14"	"BLCA"
"5293"	"MAPKAP1"	"BLCA"
"5294"	"MAPKAPK2"	"BLCA"
"5295"	"MAPRE1"	"BLCA"
"5296"	"MAPRE2"	"BLCA"
"5297"	"MARCH1"	"BLCA"
"5298"	"MARCH2"	"BLCA"
"5299"	"MARCO"	"BLCA"
"5300"	"MARS"	"BLCA"
"5301"	"MARVELD1"	"BLCA"
"5302"	"MAS1L"	"BLCA"
"5303"	"MATK"	"BLCA"
"5304"	"MATN3"	"BLCA"
"5305"	"MAX"	"BLCA"
"5306"	"MB21D1"	"BLCA"
"5307"	"MBNL1"	"BLCA"
"5308"	"MBNL1-AS1"	"BLCA"
"5309"	"MCAM"	"BLCA"
"5310"	"MCEMP1"	"BLCA"
"5311"	"MCF2L2"	"BLCA"
"5312"	"MCFD2"	"BLCA"
"5313"	"MCHR1"	"BLCA"
"5314"	"MCL1"	"BLCA"
"5315"	"MCOLN2"	"BLCA"
"5316"	"MCTP1"	"BLCA"
"5317"	"MDGA1"	"BLCA"
"5318"	"ME1"	"BLCA"
"5319"	"MED22"	"BLCA"
"5320"	"MED27"	"BLCA"
"5321"	"MED8"	"BLCA"
"5322"	"MEDAG"	"BLCA"
"5323"	"MEF2C"	"BLCA"
"5324"	"MEF2D"	"BLCA"
"5325"	"MEFV"	"BLCA"
"5326"	"MEG3"	"BLCA"
"5327"	"MEI1"	"BLCA"
"5328"	"MEIS3"	"BLCA"
"5329"	"MEOX1"	"BLCA"
"5330"	"MEOX2"	"BLCA"
"5331"	"MET"	"BLCA"
"5332"	"METRNL"	"BLCA"
"5333"	"METTL24"	"BLCA"
"5334"	"MFAP2"	"BLCA"
"5335"	"MFAP4"	"BLCA"
"5336"	"MFAP5"	"BLCA"
"5337"	"MFGE8"	"BLCA"
"5338"	"MFHAS1"	"BLCA"
"5339"	"MFI2"	"BLCA"
"5340"	"MFNG"	"BLCA"
"5341"	"MFRP"	"BLCA"
"5342"	"MFSD1"	"BLCA"
"5343"	"MFSD12"	"BLCA"
"5344"	"MFSD14B"	"BLCA"
"5345"	"MFSD7"	"BLCA"
"5346"	"MGAT2"	"BLCA"
"5347"	"MGC12916"	"BLCA"
"5348"	"MGLL"	"BLCA"
"5349"	"MGP"	"BLCA"
"5350"	"MIA"	"BLCA"
"5351"	"MIAT"	"BLCA"
"5352"	"MICAL2"	"BLCA"
"5353"	"MICB"	"BLCA"
"5354"	"MICU3"	"BLCA"
"5355"	"MILR1"	"BLCA"
"5356"	"MIR100HG"	"BLCA"
"5357"	"MIR155HG"	"BLCA"
"5358"	"MIR4435-2HG"	"BLCA"
"5359"	"MIR99AHG"	"BLCA"
"5360"	"MITF"	"BLCA"
"5361"	"MKX"	"BLCA"
"5362"	"MLIP"	"BLCA"
"5363"	"MLKL"	"BLCA"
"5364"	"MLXIP"	"BLCA"
"5365"	"MMD"	"BLCA"
"5366"	"MME"	"BLCA"
"5367"	"MMGT1"	"BLCA"
"5368"	"MMP1"	"BLCA"
"5369"	"MMP11"	"BLCA"
"5370"	"MMP12"	"BLCA"
"5371"	"MMP14"	"BLCA"
"5372"	"MMP16"	"BLCA"
"5373"	"MMP17"	"BLCA"
"5374"	"MMP2"	"BLCA"
"5375"	"MMP23B"	"BLCA"
